label,text
2,Why are you even doing it?
2,"Inflammation of a joint. An increase in the amount of synovial fluid in the joint is a result of this inflammation. Accumulation of synovial fluid in the fetlock joint is called a ""wind puff"" or ""wind gall."" In young horses, a swelling in the fetlock joint, particularly on the front of the joint where the cannon and long pastern bones meet, is called a ""green osselet."" This swelling is a result of inflammation and reactive changes of the front edges of these two bones and adjacent cartilage."
2,"""I seem to have drifted into an endless, bottomless, meaningless void""\n\nI think that happened to the crew of the starship Enterprise."
2,"I believe the ""Mercer"" part of your question is a misunderstanding based on the fact that health professionals often pronounce abbreviations into words (the way military personnel call Surface to Air Missiles ""SAMs""). \n\nI am basing this on the fact that:\n\n1.  I can't seem to find anything related to ""Mercer disease"" anywhere.\n2.  My experience with infectious diseases, and having heard the pronounciation ""Mersa"" in reference to MRSA.\n\nFor more info on MRSA, see the link below.  Good luck."
2,"You CAN'T show all the symptoms!  There are too many!  Usually the first symptoms that present are vision problems.  Check out the link below, they're good!  Roughly 400,000 people in the US have been diagnosed with MS.  Seems like a lot, but it's less than 2% of the population.  It is more common in people with northern European ancestry.  About two-thirds of the patients are women.  The farther away from the equator you go, the higher the numbers of cases (either direction).\n\nDiagnosed May 2005"
2,"good stretching, some ibuprofen, hot pads and/or ice.....GNC also sells a pill called TRIFLEX, it contains glucosamine and chondroiton, which are said to help ""lubricate"" joints.....my knees are pretty bad also, I find that it helps out enough to where i keep buying it."
2,"it has been proven scientifically that homosexuality is because of the person's genes when they are born.  It is nothing that can be done to change that.  Just like some people have blue eyes and some brown, some people are attracted to the same sex while others are attracted to the other sex."
2,"You can get cavities anywhere from material that sits between the teeth or along the gums.  The acidity of saliva also contributes.\n\nThe fillings are virtually invisible.  The Novocaine can be a little more upsetting due to the location, but it's basically the same tissue."
2,"First, one *loses* weight, not *looses* weight.  \n\nTo lose weight, go on a healthy diet and increase your exercise.  It's that easy.  You don't want to go on any fad diets or anything that could be harmful and create yo-yo dieting.  \n\nAs far as modeling, try sending your photo into some local agencies, along with your height, size in clothes and shoes, and your measurements.  Ask them to be honest with you and tell you if you lost weight, if you could be a runway model. \n\nJust about anyone can be a small town runway model.  Even those who are a little bit heavy.  But, if you want to be more than small town, then you need to be at least 5'9"" and rail thin.  Meaning 120 pounds.  Be realistic and if you aren't going to grow anymore or your body type is not stickly thing, then look for another type of modeling.  There's no need to waste time chasing after jobs that you won't get when you could be going after jobs that you are perfect for.  \nGood luck to you and I hope you are able to accomplish your dreams!  : )"
2,"Absolutely..I am developing such gluttony and increased appetite that I hardly resist even toward foods I am trying to avaid..Hormones,stress..many factors effect that.."
2,"That is bull!  Do any kind of reasonable, safe workout you want."
2,The very first human blood pressure to be recorded was by Carl Ludwig in 1847. He did so by using his Kymograph- which uses catheters inserted into an artery. Basically S.S.K.R von Basch made it non-invasive procedure.
2,SOUNDS LIKE YOU NEED TO SEE AN ORTHOPEDIC DR.
2,I have found phone numbers you can try...maybe they can help with your questions triaminic experts at 1800-KIDS-987...or you can try and email them those questions
2,Allopurinol is what doctors prescribe for it.  Most people get relief with daily use.
2,"No, this is a very common myth. Blood is always red. When in an oxygen poor stage it assumes a red color that is not as intense as the red of the oxygen rich stage. The blue color comes from looking at your deoxygenated blood through layers of skin as well as the veins."
2,"SOCIAL SECURITY HAS A REHABILITATION DEPT. \nTHRU YOUR LOCAL DEPT. OF LABOR BOARD. WHICH OFFERS ASSISTANCE TO GET INTO THE WORK FORCE THRU TRAINING. \nIT REQUIRES A WORK CERTIFICATE TO PARTICIPATE AND CONTINUE TO RECEIVE YOUR BENEFITS WITH NO INTERRUPTIONS(TRIAL PERIOD), UNTIL A PERIOD OF YEARS HAVE PASS AND YOU WILL BE REQUIRED TO GIVE UP YOUR BENEFITS AND MANINTAINED THE JOB YOUR TRAINDED FOR.\nI KNOW PERSONALLY....I'M ON THE REHAB. PROGRAM IN ATLANTA,GA......IT'S A NATION WIDE PROGRAM.......;-)"
2,"Your body will kick into starvation and to protect itself it will slow down your metabolism. That's why overweight people and dieters generally get bigger and bigger. So if you want to lose weight get loads of exercise, eat loads of fruits and vegetables and fibre to fill your stomach with little calorie density. But don't go hungry or you'll be sorry. Trust me on this, then stick with it. Also, your muscles need protein so eat low fat fish and chicken. \n\nIn terms of exercise. Focus on cardio. But if you want to compound the results do lunges, squats and stomach crunches. Don't expect a miracle in 5 days. Its too late to expect much more than a few pounds of weight loss."
2,www.implantinfo.com\nvery helpful and informative
2,"http://apps.nccd.cdc.gov/dnpabmi/Calculator.aspx\nYou can check the BMI. Your BMI is around 19. That's a bit low, you should try to gain a little more weight.\nHere's what I entered:\nInformation Entered\nAge: 14 years 1 Month Sex: Girl\nBirth Date: October 17, 1992 Height: 5 feet 0 inch(es)\nDate of Measurement: November 08, 2006 Weight: 97 pounds\nAnd I got back\nResults\nBased on the height and weight entered, the BMI is 18.9, placing the BMI-for-age at the 43rd percentile for girls aged  14 years 1 Month. This teen has a healthy weight.\nI don't know your birthday but your BMI should be around 19 which is healthy. However if you were 94 pounds, that would be considered underweight according to www.deathclock.com\n\nYou should check the cdc government out, it has a chart and everything...:D"
2,Just stay away from the popcorn and see the doctor for help otherwise.
2,"My mother is a nurse, and I have discussed with her the symptoms. It could be a slipped disc! This would be very serious, and he could keep damaging it the more he pushes it. Leg spasms... middle back. yep! \n \nNot to frighten you, but the more he pushes it, the more permanent it will become. You do need to convince him to get to the doctors immediately. The smallest things that he does can be affecting it, and making it worse.\n\nHow to convince him??\n  Men and their pride!! well, the best way, to convince him, is not to convince him. Persuade him. Tell him to do it for you, to go for your sake, just to put you at ease, and offer to go with him, tell him that you want to go with him because it will make you feel better. of course, he'll do his eye rolling, and give in, grumble all the way, then find out, something really was seriously wrong. \n\nPut on your cute face. Ask him sweetly. Tell him why you're worried, and tell him, that even though he's probably right, that it's nothing serious, that you're concerned and the only way you're going to be at ease is if he goes.\n\n This isn't just a sprain, it won't go away with relaxing. \nif he won't listen to you, and convincing him won't work. \nsend me an e-mail and you and I will plot more ways, to get him to a physician.\n\n--best of luck! take care."
2,"#2, except I heard it was, ""Aaaaaaaaaaaaaaaaah!  The evil flying knife is after me, and it has a scarf!"""
2,"not addictive, but people use way too much when instead they should be put on maintenance therapy.   I know people who use 2 inhalers in less than 14 days."
2,"It doesn't make you drowsy that I know of. I have taken it before and was fine. My husband just took one about 2 hours ago and he is still up and going! So I would have to say no, it won't :o)\n\nI did want to add that I HATE THEIR COMMERCIALS THOUGH! THEY ARE DISGUSTING!!!"
2,5`3 or more is suitable for a real woman
2,"What you need to know:\nUnless your health care provider advises you otherwise, sex during pregnancy is safe for you and the baby. The baby is protected by the amniotic fluid in the womb and by your abdomen.\n\nSome women with high-risk pregnancies are advised to avoid intercourse during pregnancy. Your health care provider will tell you if you have a high-risk pregnancy.\n\nWhat you can do:\nIf you are concerned, ask your health care provider if it’s okay to have sex.\n\nTalk to your partner about each of your needs and concerns in an open and loving way. If you work together, you can probably figure out how to put a smile on each other’s face.\n\nPositions that work before pregnancy and early in pregnancy can be uncomfortable or even unsafe at later stages of the baby’s development. For example, a woman should avoid lying flat on her back after the fourth month of pregnancy, because the weight of the growing uterus puts pressure on major blood vessels. Fortunately, there are alternatives to the traditional missionary position, such as lying sideways or having the woman on top.\n\nWhen It's Not Safe\n\nIf you engage in oral sex, your partner should not blow air into your vagina. Blowing air can cause an air embolism (a blockage of a blood vessel by an air bubble), which can be potentially fatal for mother and child."
2,"Enterococcus faecalis is a Gram-positive commensal bacteria inhabiting the alimentary canals of humans and animals, are now acknowledged to be organisms capable of causing life-threatening infections in humans, especially in the hospital environment. The existence of enterococci in such a dual role is facilitated, at least in part, by its intrinsic and acquired resistance to virtually all antibiotics currently in use. \n\nThey are resistant to many commonly used antimicrobial agents (aminoglycosides, aztreonam, cephalosporins, clindamycin, the semi-synthetic penicillins nafcillin and oxacillin, and trimethoprim-sulfamethoxazole). Exposure to cephalosporins is a particularly important risk factor for colonization and infection with enterococci. Thus, the era in which safe and effective cephalosporins became widely available has also been an era of enterococcal ascendance. \n\nE. facaelis can cause endocarditis, as well as bladder, prostate, and epididymal infections; nervous system infections are less common.\n\nAccording to this website, treatment consists of antibiotics:\n\nhttp://medinfo.ufl.edu/year2/mmid/bms5300/bugs/strfaeca.html"
2,"There is no guarantee that if you gain weight it will show up in your breasts, so don't pile on weight for that reason."
2,"YOU SHOULD DEFINETLY GET A SECOND OPINION, THAT QUACK DOCTOR OF YOURS IS TRYING TO MASK YOUR PROBLEMS NOT HELP YOU AT ALL. PLEASE ENSURE THAT YOU KEEP ALL OF YOU PAPERWORK FROM THE DOCTOR, SO YOU CAN SUE HIS A*** LATER. TAKE CARE AND KEEP US POSTED!!"
2,get some new friends?get rid of everything you have to do with it i quit 13 years ago
2,It's simple - take in less calories than you burn. Diets don't work.
2,"It does sound as though your brother does have some emotional issues. Your parents should first have him checked out by a physician, maybe it's something organic otherwise I think he might benefit from seeing a psychologist. When my son was a child he used to exhibit almost the same type of behavior you described and when he was in his twenties he started to really behave erratically and was eventually diagnosed as a paranoid-schizophrenia. It's been a hard road living with him like this but we always knew he was a little different and so I guess we've gotten used to it. If he does have a mental disorder, not only he but the rest of the family should seek help in dealing with this sort of illness. It can be very devastating and although they are doing wonders with therapy and medication, these types of disorders can only be controlled NOT cured.  There is a great book you might want to read, it's called ""When Madness Comes Home"".Good luck."
2,"I'm sorry but as my teachers always said, ""It depends"".  Hospice was with my Granny for about 3  or 4 months and she had the same diagnoses.  But yes, hospice comes in when there are really no other options.  I know it's hard, but just stick in there.  Try to make her time here palliable.  God bless."
2,There is no such thing as a fat-burning energy supplement.  You are watching too much late-night TV my friend.  Try hauling your buttt around the block a few times and forget the quack pills.
2,That's poison ivy alright. It won't spread from the oozing-that's your body fighting the allergic reaction. The plant has an oil called urushiol that binds to skin cells and causes the reaction. There's a fairly new product called Zanfel that will wash the toxin out of your skin. Walmart and many pharmacies carry it. Fairly expensive but it doesn't take much.
2,"Feelings of hopelessness, sorrow, fatigue.  Not wanting to get out of bed in the mornings & being unable to motivate yourself to do so.  Unexplained sadness, crying.  Depression is an illness of the heart & not the head.  Try to give thanks for some little thing each day - even if you can think of one thing.  Try not to focus on the negative.  I hope & pray that you will feel better & that you get some help."
2,"You need to call a doctor ASAP.  Pain in the calf and swelling of the leg could be Deep Vein Thrombosis (DVT).  It probably won't be, but it could also be a circulatory or vascular issue that you should have adressed.  Call your personal doctor, ask to speak with a nurse and tell them your symptoms.  They may refer you directly to an urgent care or they will run down a list of questions to 'triage' you and decide when and if you need to come in.  It can't hurt to call if nothing else, for peace of mind."
2,I hate it when one person dominates a question with cut an paste answers.
2,not helping you hell I cant even turn mine off lol
2,"I tried that thing where you play an educational tape all night while you sleep.  I recorded myself spelling out words I had to learn.  It didn't work much.  I think it worked only cause it took me an hour to fall asleep cause of the noise, and I learned during that hour I was awake."
2,Turn on the Air conditioning  and lose 45 lbs.  that should help.
2,"I wouldn't say that is necessarily true. I think even if you stop having sex and you are being physical in other ways, like walking, situps, crunches and eating in moderation, I think you can maintain a healthy weight.\n\nI've heard that sex does contribute to weight loss, but a lack of it should not cause you to gain weight."
2,"Genetics will predetermine your height RANGE, but not your exact height. Proper nutrition, sufficient protein and calcium will do that.\n\nLook at the Hindus. Their upper caste, the Brahmin, despite being able to afford the best medical care and the best foods, because they eschew meat, are shorties. Average adult male height, 5'5"".\n\nIn the USA, where meat is a staple part of a diet, average adult male height is 5'9"".\n\nSo, if you want a few inches and you're not done growing, eat red meat! The muscle flesh of mammals contain four amino acids not found anywhere else in nature, nor can the body synthesize them from other nutrients. These four amino acids are the necessary components for proteins that aid both bone growth and muscle growth. Result; greater height. \n\nJust make that meat as UNfatty as you can. Trim off all the fat before cooking. Use lean cuts to start with. And stay away from hamburgers. Due to its original positions in the cow, that meat contains fatty acids you don't want!"
2,"I did, when I was about eight or nine.\nIt's not painful at all.\nI lost it once, and i kept grinding my teeth right through it.\nBut there was no real problems.\nJust make sure you don't put it in right after you eat, ew!"
2,"I worked with it for about 3 months.  In terms of performance the best diet I ever worked with.  High energy level, the right kind of weight loss.\n\nThe downside is thta it is very complicated to maintain.  menu and meal prep is time consuming (managing the proportions.)"
2,"Of course! Sex is all he has left in life, give it to him! Give him lots of it!!!!!!!"
2,Never use peroxide cause it is a cancer causing agent. It changes the molecules in your skin
2,who cares? why would you want to od on sunflower seeds??????
2,Yes it seems they have a victim's mentality and are needy and the people that abuse others seem to sense this in others.  You have to look at how you act strong or weak. Go to a counselor and work on the trauma. Don't think it will go away because it doesn't
2,"I don't honestly think gums are supposed to have black spots on them. My gums are perfectly pink. And to tell you the truth,the only people I have ever seen with black discolorations on their gums, had bad teeth. You might want to go to the dentist and get it checked out. Good luck!!!"
2,"Just to be clear: a muscle tear is a strain, not a sprain, and there is no way to know without a medical examination and/or an MRI.  Try using rest, ice, anti-inflammatory medication to decrease pain and inflammation.  If it doesn't get better, see your PCP."
2,"Dr. Vivien Thomas, he pioneered open heart surgery at Johns Hopkins. He was responsible for performing the first open heart surgery."
2,"weight loss can never be fast... and try to do more cardio than weights... weights are for those who are already of normal weight...if you tone down your overweight fat , its not going to look good... first burn off your extra fat and then think of toning it... cardio excercise basically mean running , cycling , swimming and that kind of thing. do a lot of cardio and abs. Simple ab crunches are good. but more than anything you need to do atleast an hour of cardio everyday. and just working out and eatig everyhing you like will not do the trick. \n\nthere is no way to loose weight fast... though , sauna , steam and massages help slightly... it has to be combined with diet and excercise... pills are very bad in the long run... can lead to impotency and infertility...\n\ni lost 10 kgs in about 5 months time... i am getting married in august and i desperately needed to loose weight... i was 65 kilos when i started... according to my BMI , i was 10kgs + overweight... i stand 5'2.odd and 65 kilos is grossly overweight...\n\njust dieting wont help like i found out in my case... diet + exercise will do the trick...\n\ni'll tell you what i did... it worked for me... hope it works for you too :)\n\nthe trick is not to starve but to eat smart :) and stay healthy :)\n\nwhat you should cut down :\noil , butter , cheese , margarine , mayonisse , sauces (depends , will get back to that a bit later), chips , crisps, nuts , chocolates , sugar , cola, fizz , areated drinks ,ice creams , chocolate , alcohol , cakes and everything else thats hi - cal... you'll need to avoid everything thats sweet , oily and sticky... if you are not sure about what foods to avoid... check the net...loads of info available...\n\nvegetables / meat to avoid :\npotatoes - very very important , beetroot (its a root and has concenterated sugar in it) , all kinds of roots basically except carrot... avoid lamb, mutton , pork , beef, and prawns... all these put on weight... eat only lean meats... thats fish and chicken.. avoid eating egg yolk... eat just the egg white...\n\nfruits to avoid :\nmangoes , bananas , jackfruit\n\n\nnow that we had a look at what foodstuff is to be avoided...you might be wondering if there is anythig at all that you can eat... thats how i felt... there is loads of stuff you can eat actually :)\n\nhere they come :)\n\nfast foods are a big no no... you can order salads and special lo cal foods that are avaailable in most outlets...\n\nits best to eat at home for the period you are dieting and trying to lose weight...after those few months... once you've shed your load...you can get back to your usual lifestyle... of course with some caution...\n\n\nmy diet...\nbreakfast:\n\nskimmed milk (use skimmmed milk , is low in fat , other typer of milk are higher in fat content) , fruit... i am from India... am not sure where you are from and hence you might not understand certain food types we consume here... but let me tell you something... Indian food is very very oily and very difficult to diet...\n\nand try cereal in the mornings... weetabix... etc... have a good breakfast...alwaays use brown bread... whole wheat brown bread is very good for weight reduction...\n\n\nfor lunch , we are staple rice eaters... rice is bad for fat reduction... but i still took rice because its a habit tht cant be changed... everyone takes rice here... so... rice - one cup - 100gms and lots of veggies cooked in less oil.. and absolutely no coconut and curry with less oil... all in all keep your oil intake to 2 tea spoons everyday... that would be just for seasoning... also using olive oil helps a lot...\n\n\nthen for dinner... compulsarily have wheat... pasta is a good option...but make sure you buy wheat pasta... check before buying... and of course in pasta absolutely no sauces... some varities of sauces are acceptable... as far as they dont have cheese , butter , oil ,mayonisse and fattening substances in general... you can use tomato spicy sauces etc... m"
2,read tips on weight loss and exercise programs to help you better on this site
2,"Keep going until you're ALMOST ready to climax, then stop your movements until the sensation dies down a little, start back up again, and repeat. It'll also make your climax a lot more intense when you do let yourself go."
2,this may help you out.\n\nhttp://www.hysterectomy-association.org.uk/disclaim.php
2,AFTER i sometimes lay down after i eat BIG MISTAKE!!!\nBURN THOSE CARBS
2,"There are several different kinds of glycols, some harmful, some not.\nEthylene Glycol and Polypropylene Glycol are poisonous.  Ethylene glycol is the main ingredient in Antifreeze.  Don't drink that.\n\nPolyethylene Glycol (PEG) is very important clinically.  It is often used as a laxative or even to clean someone out before a large bowel case (colonoscopy, colectomy, etc.).  Okay to drink it but make sure that toilet facilities are nearby.\n\nIf you are scheduled for an upcoming colon case, ask your doc to go with Fleets Phosphasoda instead of PEG.  Fleets = 1.5 ounces X 2 doses.  PEG = an entire gallon!!  They both work equally well for colon preps."
2,"Electroconvulsive therapy is seen as vulgar and out-dated by most people today, but it can be benefitial.  It can have side effects, like memory loss, but the method used today is much different that the primitive technique.  Individuals undergoing ECT barely move now, maybe just a slight toe-twitch or something.  Other forms of treatment - medication and therapy - are likely to be tried first b/c their potential side-effects are generally less extreme.  But before ruling out ECT, it's important to remember that most treatments have side effects, and to consider if you're willing to risk those side effects to find a solution to depression, etc.  If I were depressed and nothing else worked for me, I'd do it."
2,"You are in denial. I quit drinking 5.5 years ago and my husband quit smoking pot 7 years ago and our lives are a million times better than they were. It is a slippery slope. You may only smoke a few times a week now because you have to hide to do it but when you have freedom, forget it, you may just start hitting every day, then several times a day. Trust me. It's a watse of time and money. Fun? Yes. Relaxing? Can be. But so it a cup of camomile or tension tamer tea. And they don't leave you broke and dull. Good luck."
2,"Well, I suggest (and this sounds very uncomfortable) Ice what you can on the sides of you breasts and take anti-inflammatory, Ibuprofen, Aleve, and Advil Not Tylenol because it is not an anti-inflammatory drug. If you are currently taking medication I would consult with your doctor and make sure the anti-inflammatory can mix with the drug you are taking."
2,To replace fluids lost whilst sleeping.Don't become dehydrated through a lack of water.
2,"You might have sleep apnea.  This would cause your heart to pound as your oxygen level would go down and your heart would race to bring it back up.  If not, could you have been having a nightmare and not remember it?  You may have just been dreaming.  I dream that I wake up only to realize that it was part of a dream and that I wasn't really awake.  I don't mean to minimize your terror or worry just something I thought of."
2,dont take a antihistamine of any kind take some sudafed drink something hot. then tilt your head back as far as you can and count to 30. do not use over the counter nose sprays this will make it worse.  and a antihistamine will clog you up worse just ask a drugest
2,"It can but if you talk with them to set up some type of payment plan, that would help out."
2,"go see the doc , don't worry he sees this stuff all the time , if it's cancer - the sooner the better the worst that can happen now is you be 1 stone lighter , if you  leave it there could be really intense chemo & all that fun stuff & it could even kill you \n\nGO TO THE DOC ASAP\ncheers:\npaul  :-}"
2,"Just let time take care of them and don't waste your money on those creams that are suppose to get rid of stretch marks, they don't work.  I have stretch marks from being pregnant and I am 21 too.  I hate them sooooo much, but I have to let time do it's thang!!!"
2,"There are a variety of supplements to testosterone such as a monthly injection and a cream (called androgel).  The reprocussions of andropause other than the lack of sex drive is muscle wasting, shrinkage of the testicles, and demineralization of the bone.  \n\nTalk to your primary care provider regarding this issue for more answers."
2,"ABSOLUTELY NOT.\n\nA stroke is caused by lack of oxygen in the brain - usually due to a blood clot or sometimes a bleed in the intracranial vessels.  You can think of it as the brain's equivalent of a heart attack.  \nIt is a very serious situation that can only be dealt with by medical professionals.  \n\n\nIf you think someone may be having a stroke, act ""F.A.S.T."" and do this simple test:\n\n---Act F.A.S.T.---\n\nF-ACE    Ask the person to smile.  Does one side of the face droop?\n\nA-RMS    Ask the person to raise both arms.  Does one arm drift downward?\n\nS-PEECH  Ask the person to repeat a simple sentence.  Are the words slurred?  Can he/she repeat the sentence correctly?\n\nT-IME    If the person shows any of these symptoms, TIME IS IMPORTANT.  Call 911 & Get to the hospital fast.  BRAIN CELLS ARE DYING."
2,"My twins are the same, but the get worse with their appetites for a few weeks after an illness, particularly if they have been on antibiotics.  We took them to a doctor who also practises natural medicine and he put them on a program that he calls ""weed, seed, feed and maintain.""  The weeding part is getting rid of bad bacteria using something called nilstat and also some olive leaf extract twice a day.  The seed part is dosing up with some probiotics, feed has to do with helping the probiotics work, e.g. having pear juice, and the maintain is basically keeping up the probiotics but not as intensly.  we've seen a huge improvement in their weight gain and their appetites, but I wouldn't advise going on this unless you see a professional, as the doses and the type of probiotics have to be right.  \n\nAlso, we try to make every bite count.  We have found they like meatballs, so I cram as many vegies into them as possible by grating and chopping super-fine and mashing them, and we give them snacks such as corn on the cob sliced into 1-inch long bits.\n\nThe important thing is not to stress in front of him or he will pick up your tension about hois eating.  I made that mistake a bit early on and the twins would act up a bit and even used it as a power thing for a bit, but I manage it a lot better now.  It would be a big worry if the developed eating disorders because of my angst."
2,i know they have jaggers on their legs but i never had 1 to bite me and i handled a lot of them
2,"No. Talk to your gyn about reasons for your dysfunctional uterine bleeding.  The treatment options will depend on the underlying cause, but there are choices and you don't have to suffer.  You are losing too much blood and it needs to be checked.  Good luck."
2,"well, i don't know. Was it cooked or raw. I think that would make all the difference. In any case, that's gross."
2,"I am bipolar. I quit taking my effexor xr and other meds some time ago. Marijuana does have it's medicinal value, but with long term use, you will have other side effects. As for me, I haven't smoked for a while now, but if i didn't have a job like the one I do now, i would smoke. There hasn't been any prescribed medicine out there that didn't calm me and let me focus. But, That was with taking 1-2 drags of pot. Not smoking a quarter ounce in a day. Smoking that much is what the dr's are talking about when they tell you the serious side effect. Smoke too much, end up dumb. As with any drug, use responsibly. But...Pot is illegal. (boooo)"
2,"Its not the age but the person thats important. if you are hasty and pick the wrong person you might regret it all your life. wait till you are a bit mature to understand difference between a cool guy and a good guy. Marry the good guy, then indulge yourself."
2,"no, not yet but everyday there are advancements in possible treatments and medical experts believe that there are prevenative measures that can be taken to help a person from the possibility of getting in the future.  just like there are preventatives for diabetes and some cancers.  same thing."
2,"Oh my goodness, if I didn't set some time out for me (and my hubby) then my head would be filled with greys (and that;s if I hadn't pulled my hair out yet! lol). We have younger children so they are VERY needy, so we set aside a time at the kids' bedtime for us. Also every other Friday we have either his parents or mine watch the children so we can have ""date night"" it really keeps the marriage healthy and helps us keep our sanity"
2,i think so... but there is a chance you can come out blinde...\n\nduh its eye surgery\n\nbut like yeah im sure its safe if you get a good doctor\n\nnothing is 100% safe when you think about it\n\njust dont think that you can go blinde if the doctors makes an uh oh
2,"That is not a question that anyone can answer now. We do not live in that time era, nor do we know what their thoughts were or the people that sold them to the white people. All we can do is speculate which is wrong because we have no clue as to what was said, done, or accomplished by what means at the time. We only know by 3rd and 4th hand word if not more and even second hand word isn't allowed in a court of law.\nWhat bothers me is that there is still so much hatred. I don't even see that among the Jews and the Germans and look at what Hitler and the Nazi's did to the Jews. They actually live together in the same area without all this hatred that continues between the blacks and whites. What was done to the black people was wrong just like what was done to the Jews was wrong, but continuing to hate either blacks or whites accomplishes two things - more hatred and more prejudice."
2,If you wear underwear be sure the material is kind to your tip(if circumsized)!\nboxers are good.\nIf you can't stand neither then just go crotchless partna...
2,"what is with you?  are you fixated on death or something? \nI just read your other question prior to this one asking, "" should you turn yourself in for murder?""    what is that all about??!\n\nIf what you are saying is that your papi is dead, did you kill him?\nIf you did, then YES turn yourself in.  I don't think anyone named papi is dead, that is your nickname.  death facinates this person.\n\nget some real help!"
2,You can by a product at pet stores called nature's miracle.
2,"If you are taking them for depression, it might take 4-8 weeks for a response on an effective dose of an antidepressant. An effective dose for effexor usually starts at 150 mg daily. Risperdal is usally given for either augmentation or if you are having psychotic symptoms, and the response for the later is usually within a week, otherwise your Dr. will need to increase the dose."
2,Actually...YES...having that problem tonight...so that was funny to sign on and see your question!!!! I will be counting change in the morning. I only have 3 left now. That will last me all of 2 hours in the am. Feel for ya. Your sister in poorness...;)
2,take showers more frequently
2,Be a good brother to her.
2,"You probably don't want a cheap one.\nYou might try American Express, they have a catalog that lets you pay monthly."
2,"Not directly, but the chemo and radiation therapy which treats it can!...;"
2,your mental health and social well being have been shown to have correlations with physical health\n\npeople that are happy and have friends and family to support them get sick less and recover faster and more fully when they do get sick (on average)
2,"I'm not entirely sure of all the factors but I would guess that it is mostly genetic with small portions being environmental. There are growth hormones for the genetically challenged, steroids for the seriously stunted. However there is one thing I know that's proven, at age 3, you are exactly 1/2 your adult height. I've tried it out on all that I know and it's true! My neice is 3 and almost 3 feet tall....omg....."
2,"AVN of the hip is a situation where the head of the femur loses its blood supply. It can happen for a number of reasons, sometimes the cause is unknown. The reason your doctor is not screaming for you to have surgery is that it is not an emergency. The ball on the femur will eventually regain its blood supply, but the problem is that it can also remodel. If you give you hip total rest the prognosis is good, if you don't the ball will begin to look like a mushroom and then the hip will not function properly. If the ball on the femur does look like a mushroom by the time the blood supply is back that is permanent and you stand a very good chance of getting osteoarthritis in you hip, at this point surgery is needed. So don't freak out just take it easy and listen to your doctor."
2,"Link below is to the American Dental Association, which has lots of information."
2,"You can't earn money by donating blood anywhere in the US.  You can donate plasma for money, but not blood.  That's why it's called a ""donation""."
2,you're kinda cute but your fore head is a little big...
2,See Hulda Clark's book 'A Cure for all diseases'\n\nwww.drclark.net/en/drclark_protocol/illnesses/ms.php
2,"Medicine manufacturers specify the expiry date with some purpose, based on some clinical trials conducted with the medicine. \n\nFirstly the medicine both Pills and preparations will start loosing their effectiveness and it may not act for the purpose you are taking.\n\nSecondly, most of the medicine are made with chemical base and some properties turn to be toxic or poisionouos even and it may be harmful after these dates. It may be harmful to take it and will have adverse effect.\n\nSo it very essential to consume the medicines before expiry date and you need not consult anyone about taking it after the expiry dates. Just you have to throw them-."
2,"It's a pain, It happens when the females egg isn't fertilized, it's removed from the body and than a new one is put in it's place.\n\nIf fertilization and pregnancy do not ensue, the uterus sheds the lining, culminating with menstruation, which marks the low point for estrogen activity. This manifests itself to the outer world in the form of the menses (also menstruum): essentially part of the endometrium and blood products that pass out of the body through the vagina. Although this is commonly referred to as blood, it differs in composition from venous blood."
2,"When i was about your age(now 31) I started to see the same thing happen to me... Man it was really starting to screw with my head!  so i decided to FIGHT BACK!  I wasn't about to be one of those sorry looking fellows with NO hair! Rogain did not help me at all, so I tried this stuff called propecia.. I did not want to waste a day going to a doctors office for a prescription. i found a really cool website that wrote the prescription and sent it out the very next day from a U S Pharmacy via fedex!  My hair is now BACK! and so are the ladies!"
2,"Herb supplements such as Echinachea and Goldenseal work very well.  I'm not a health freak, but my friend's mom gave them to me and my cold cleared up really fast and it's good for preventing them too.\nAvailable at healthfood stores as well as drug stores."
2,"I have been checking out ways to relieve soreness my muscles and so has my wife. At one point, we went to an old massuse that used chiropractic techniques as well as many herbal and vitamins. He was somehow able to find that my wife had an ulcer by rubbing her feet (relexology) and then went and pressed on a spot on her stomach that was indeed sore. He said that is an ulcer and if you press right there (how he was & she felt it) that over time it would help her. He did give her a ""tinture""? (spelling) kinda was a tea looking and tasting mixture of certain vitamins that he said she was short on (after taking a saliva sample and testing it).\n\nWe have also been looking at massage chairs and found a thermal (heated) massage bed called Ceragem that has infared heat. The bed is great to lay on and also there are attachments that you can put where ever you want and one that you can sit on. The ceragem bed is kinda spendy to buy (I think about $2500) but there is store near us that allows 1 free visit per day with a 40 minute ""demo"" version. They encourage you to come as many times as you want (once per day). They say that the heat and infared can help with stomach and digestive problems including ulcers. To find a dealer near you to try one out, click on the link and then the map. I honestly prefer the massage of other types of massage chairs better but I do like the strong heat that Ceragem has. I also included a link to see what a foot reflexology chart looks like incase you were curious... I don't know how to recommend a good massuse in your area as honestly there are some that are just ok and some that are just bad ones... good luck. Oh and I know my wife has said that yogurt helps her stomach ""settle"" some when her ulcers have been bothering her."
2,"Ortho Tri Cyclen Lo is a birth control pill that regulates a woman's hormones to mimic pregnancy.  It keeps you from ovulating (releasing an egg) and from developing the thickened uterine lining that nourishes the egg. \n\nIt doesn't matter if he pulls out or not, it is only effective if you take it on time every day without skipping it."
